Gene,ModuleA,pA,p.adjA,coefA,AUCA,ModuleH,pH,p.adjH,coefH,AUCH,ARank,HRank,RankSum,,A = anti-TNF
AGGF1,unassigned,0.272904436,0.51841955,1.749916809,0.579004329,unassigned,0.882383599,0.964850608,0.013428952,0.505641026,7111,2293,9404,,
EMC3,M6,0.158956087,0.389139346,2.86350722,0.596320346,M6,0.690109536,0.8941071,0.008985976,0.491452991,8313.5,1087,9400.5,,
UHRF1BP1,unassigned,0.60228472,0.786821956,0.883520492,0.537878788,unassigned,0.49945258,0.804373212,-0.11898136,0.530769231,3855,5545.5,9400.5,,
TCF12,unassigned,0.227276865,0.471373549,-1.620828337,0.587662338,unassigned,0.426498513,0.767161119,-0.022114905,0.499316239,7696.5,1703.5,9400,,
MRPL39,M26,0.742867059,0.872884373,-0.456231518,0.534632035,M26,0.612131907,0.862377796,0.021425178,0.532649573,3575.5,5821.5,9397,,
SOD1,M20,0.307786214,0.553291835,0.959610998,0.568181818,M20,0.600084021,0.85751875,0.001398874,0.513162393,6235.5,3159.5,9395,,
DUOX1,unassigned,0.720962206,0.861310537,0.545326802,0.470779221,unassigned,0.160922057,0.544623848,-0.206987473,0.555897436,485,8909,9394,,
KDM5A,M33,0.582062799,0.774408252,0.700116412,0.537878788,M33,0.553720716,0.83236394,-0.036403662,0.53042735,3897.5,5496.5,9394,,
SLC46A1,unassigned,0.746310392,0.874718044,0.251538697,0.446969697,unassigned,0.103453381,0.462655365,0.21022574,0.558632479,147,9245.5,9392.5,,
CA6,unassigned,0.778216368,0.891519683,0.503035337,0.527056277,unassigned,0.264254969,0.651131585,-1.047692354,0.536666667,3009,6381.5,9390.5,,
FBXL20,unassigned,0.429409342,0.661655519,0.750862029,0.582251082,unassigned,0.911117702,0.97415411,0.025399262,0.503247863,7329.5,2061,9390.5,,
ZNF778,unassigned,0.479866193,0.700755789,1.042364517,0.536796537,unassigned,0.477005664,0.792520853,0.184174651,0.531282051,3773.5,5617,9390.5,,
NES,M10,0.303869735,0.549989463,-1.333275017,0.453463203,M10,0.29841862,0.679795164,-0.099758439,0.558119658,215,9167.5,9382.5,,
LINC01126,unassigned,0.248325704,0.493984733,1.511727258,0.573593074,unassigned,0.446401852,0.777085248,-0.708828665,0.50991453,6637,2744.5,9381.5,,
CACYBP,unassigned,0.144849111,0.369439219,-1.557605092,0.598484848,unassigned,0.736524098,0.914041535,-0.006182764,0.488717949,8452.5,926.5,9379,,
CIB1,M19,0.290912363,0.536746107,0.983301201,0.461038961,M19,0.137314215,0.51911627,0.009686201,0.557094017,321,9057,9378,,
UBXN11,unassigned,0.945151689,0.976920877,0.060692307,0.524891775,unassigned,0.556895055,0.833252523,0.050392532,0.537606838,2877.5,6500.5,9378,,
ANKRD45,unassigned,0.187367573,0.425028884,1.180936655,0.594155844,unassigned,0.758549273,0.922584712,0.255688353,0.492820513,8192.5,1184,9376.5,,
MORF4L2,unassigned,0.517016669,0.727644522,0.55451737,0.467532468,unassigned,0.272864569,0.659252392,-0.007248485,0.556239316,422.5,8953.5,9376,,
SUPT5H,M35,0.305493493,0.551423819,-1.241107822,0.58982684,M35,0.966270511,0.990505925,-0.000751429,0.497094017,7859,1517,9376,,
GP6,unassigned,0.742168349,0.872597503,0.541176557,0.535714286,unassigned,0.423951631,0.766095383,-1.332675586,0.531794872,3681,5694,9375,,
RANBP9,unassigned,0.098110344,0.298719813,-1.987885395,0.607142857,unassigned,0.654279594,0.8800951,-0.025079741,0.475555556,9008,367,9375,,
SLCO4A1-AS1,unassigned,0.441763225,0.67096309,0.737684156,0.551948052,unassigned,0.54851563,0.82938954,0.14967504,0.522735043,4940.5,4433.5,9374,,
LMNA,M10,0.121164526,0.334526387,-1.768930163,0.61038961,M10,0.149284419,0.532566836,0.006713947,0.464273504,9237.5,134.5,9372,,
RMDN3,M11,0.414634652,0.650547452,0.366125394,0.456709957,M11,0.439659925,0.773612918,-0.036183342,0.557606838,262.5,9108.5,9371,,
YIPF2,unassigned,0.810095974,0.908393334,0.361216883,0.531385281,unassigned,0.409383913,0.757575884,0.024586952,0.534017094,3348,6020.5,9368.5,,
EIF1B,unassigned,0.159755782,0.390202825,-2.75405066,0.595238095,unassigned,0.863390067,0.959161382,0.005128198,0.491965812,8245,1122.5,9367.5,,
RBM5,unassigned,0.157417229,0.386575425,1.464942559,0.579004329,unassigned,0.852206505,0.95486297,-0.002217236,0.505641026,7073.5,2293,9366.5,,
SFXN1,unassigned,0.49125394,0.709591899,0.755827994,0.55952381,unassigned,0.667667903,0.884358389,-0.015549766,0.518461538,5561,3805,9366,,
ANKS1B,M20,0.562929016,0.760057378,-1.709356703,0.548701299,M20,0.662840693,0.882444599,0.249519533,0.524444444,4696,4669,9365,,
ZNF236,unassigned,0.98370237,0.992855145,-0.023321611,0.520562771,unassigned,0.361585175,0.728346582,-0.20595803,0.53965812,2591.5,6773.5,9365,,
ADSS,unassigned,0.747823911,0.875626112,0.275293765,0.518398268,unassigned,0.355750002,0.724154909,-0.026664493,0.540683761,2454,6910,9364,,
FKTN,unassigned,0.180181096,0.415669022,1.093321646,0.592532468,unassigned,0.943865654,0.984281663,-0.008120936,0.494529915,8059.5,1300,9359.5,,
DLG2,unassigned,0.275087294,0.521244193,2.037976499,0.571428571,unassigned,0.913139262,0.974759211,-0.092483338,0.511111111,6469.5,2886.5,9356,,
LRRC42,unassigned,0.164607502,0.39673788,-1.168658519,0.596861472,unassigned,0.486704152,0.797673092,0.057216647,0.49008547,8347,1008.5,9355.5,,
RAP1GDS1,unassigned,0.610365929,0.793294142,-0.588474837,0.53030303,unassigned,0.576110081,0.845206007,-0.031634821,0.534529915,3266.5,6088,9354.5,,
SLC10A7,unassigned,0.840363371,0.92433221,-0.328373461,0.481601732,unassigned,0.316985756,0.692315202,-0.069652024,0.553504274,750.5,8602.5,9353,,
CELA3B,unassigned,0.472093956,0.694324032,0.856817124,0.537878788,unassigned,0.250668173,0.638847584,-0.855978174,0.53042735,3855,5496.5,9351.5,,
HSF1,unassigned,0.28492051,0.530043135,-1.3660887,0.551948052,unassigned,0.58153469,0.847810579,0.01975168,0.522564103,4940.5,4410.5,9351,,
TNFRSF8,M20,0.585132934,0.775963811,0.719918543,0.49025974,M20,0.89721888,0.969909647,-0.045632453,0.551282051,1037.5,8310,9347.5,,
MLIP,unassigned,0.176063439,0.410784369,0.68470934,0.604978355,unassigned,0.24756277,0.636125506,1.722757453,0.478632479,8868.5,478,9346.5,,
NEIL3,unassigned,0.57555052,0.769995248,-0.548256118,0.486471861,unassigned,0.316008358,0.692050893,-0.391856516,0.552307692,908,8438,9346,,
ZBTB24,M6,0.268359415,0.514322329,-1.656207868,0.583333333,M6,0.790550069,0.931176685,0.05787069,0.501709402,7411,1934.5,9345.5,,
ZNF346,unassigned,0.181844201,0.417795418,2.547290333,0.583333333,unassigned,0.817170253,0.941146291,-0.041240905,0.501709402,7411,1934.5,9345.5,,
SLC25A53,unassigned,0.786289569,0.895863728,0.627515096,0.502164502,unassigned,0.3846872,0.743354278,-0.157168412,0.547350427,1538,7807,9345,,
INPP5B,M20,0.08433433,0.276776559,-2.826658783,0.609307359,M20,0.537680197,0.823746491,-0.04091723,0.467863248,9165.5,179,9344.5,,
AC007383.4,unassigned,0.350130221,0.594088269,-1.746218892,0.58008658,unassigned,0.553815112,0.832378471,0.262504077,0.504444444,7160.5,2180.5,9341,,
KHSRP,M35,0.428555558,0.660910889,1.394423582,0.582251082,M35,0.955559533,0.987996471,-0.000407092,0.502564103,7329.5,2009.5,9339,,
DNAJB7,M20,0.810128787,0.908393334,0.435579322,0.524891775,M20,0.493671319,0.801774209,2.18113339,0.537264957,2877.5,6460.5,9338,,
NACC1,unassigned,0.45685392,0.682287819,0.889724845,0.532467532,unassigned,0.618129312,0.864640171,-0.015940635,0.532991453,3473.5,5863,9336.5,,
CCNB1,M34,0.841753354,0.925222816,-0.090841273,0.516233766,M34,0.767942646,0.926177463,-0.003937152,0.541538462,2307,7027,9334,,
KLF16,unassigned,0.327090981,0.57170968,1.181360398,0.591991342,unassigned,0.8271004,0.945215402,0.012491312,0.494700855,8018,1313.5,9331.5,,
ERV3-1,unassigned,0.569930271,0.765634185,0.934697472,0.535714286,unassigned,0.490031339,0.79905236,-0.082737043,0.531452991,3681,5639,9320,,
HEATR5B,unassigned,0.85888455,0.933807638,0.292399906,0.535714286,unassigned,0.776988232,0.927811741,-0.024573979,0.531452991,3681,5639,9320,,
LRRC49,unassigned,0.702611399,0.850891184,0.320697819,0.536796537,unassigned,0.589283632,0.852452782,-0.140799241,0.530769231,3773.5,5545.5,9319,,
HAND2-AS1,M8,0.744068239,0.873717755,-0.701630396,0.544372294,M8,0.522804267,0.817494713,-0.243434524,0.526495726,4351.5,4967,9318.5,,
DPH6,unassigned,0.643935833,0.814119984,0.750363206,0.489177489,unassigned,0.198885376,0.589416004,0.161449768,0.551282051,1005,8310,9315,,
SLC18B1,unassigned,0.352607302,0.596279999,-0.643406044,0.432900433,unassigned,0.175781448,0.56256941,0.105777646,0.558632479,69,9245.5,9314.5,,
TUB,M8,0.379605718,0.620989947,1.827293058,0.566017316,M8,0.955409449,0.987996471,0.034848241,0.514017094,6052.5,3261,9313.5,,
USP24,unassigned,0.475145031,0.696445457,-1.018736387,0.508658009,unassigned,0.378869376,0.739033371,-0.04266196,0.544615385,1882.5,7431,9313.5,,
DDX50,unassigned,0.414153922,0.650122459,-1.227903468,0.561688312,unassigned,0.973681072,0.993610519,-0.002279364,0.516752137,5724.5,3588,9312.5,,
PCDHGA9,unassigned,0.238459098,0.484140515,1.306823328,0.588744589,unassigned,0.957922658,0.98862927,-0.045078094,0.497179487,7783.5,1527,9310.5,,
BPTF,unassigned,0.909956148,0.960100999,-0.125446304,0.515151515,unassigned,0.56974359,0.841266836,-0.014783703,0.541880342,2240,7070,9310,,
LINC00485,unassigned,0.813286905,0.910022745,0.656795525,0.50974026,unassigned,0.274080366,0.660122152,-9.484561175,0.544102564,1941.5,7363,9304.5,,
TBL1XR1,unassigned,0.387795178,0.628763051,1.11520615,0.562770563,unassigned,0.733541187,0.912349566,-0.008343279,0.515897436,5820.5,3484,9304.5,,
AP002518.1,M14,0.458549762,0.684041086,-0.884277339,0.587662338,M14,0.362126315,0.728522605,0.075284696,0.498119658,7696.5,1601,9297.5,,
HEBP1,M11,0.773249593,0.888742627,-0.052290988,0.557359307,M11,0.77500139,0.927811741,0.015157461,0.519230769,5386.5,3911,9297.5,,
MAP1S,unassigned,0.753294599,0.877932035,-0.272457861,0.522727273,unassigned,0.266101959,0.652794688,0.068424909,0.537948718,2732.5,6561.5,9294,,
SLC34A2,unassigned,0.895418641,0.953105489,-0.076798992,0.525974026,unassigned,0.433978059,0.770650245,-1.524740442,0.536410256,2955,6338.5,9293.5,,
SLC12A5,unassigned,0.568460467,0.764477068,0.593840484,0.510822511,unassigned,0.449514504,0.778343597,0.215074728,0.543589744,1996,7295,9291,,
STARD9,M10,0.969343304,0.9871239,0.056067158,0.511904762,M10,0.473284856,0.791529659,-0.194369659,0.542905983,2086.5,7204,9290.5,,
SEZ6L2,unassigned,0.989106623,0.995078535,-0.01509117,0.495670996,unassigned,0.325054616,0.699344403,0.092329008,0.549230769,1231,8058.5,9289.5,,
FAM114A1,unassigned,0.407729495,0.645076304,-0.919855461,0.46969697,unassigned,0.327695405,0.702046151,-0.021564108,0.555384615,455,8833.5,9288.5,,
ATRAID,M38,0.139108946,0.361957472,-2.146915757,0.608225108,M38,0.580094748,0.847312772,0.011539336,0.469230769,9086,201,9287,,
DVL2,M10,0.410830853,0.647874749,-1.243473069,0.583333333,M10,0.96013584,0.988955524,-0.003479375,0.501538462,7371,1914.5,9285.5,,
PDCD2,M28,0.403951806,0.642131299,-1.251964306,0.542207792,M28,0.500394459,0.805212964,0.021309433,0.527863248,4135,5148,9283,,
DROSHA,unassigned,0.677908194,0.836037163,0.363677752,0.457792208,unassigned,0.109842872,0.4736807,0.065145622,0.556752137,271.5,9010.5,9282,,
CCDC106,unassigned,0.593514051,0.782025297,-0.575022835,0.537878788,unassigned,0.361887131,0.728419398,0.164704515,0.52991453,3855,5425.5,9280.5,,
NKG7,M6,0.153019022,0.381457349,-0.537930016,0.587662338,M6,0.931746316,0.980084869,-0.002301553,0.497777778,7696.5,1584,9280.5,,
CHD3,M19,0.542163875,0.746406617,-0.664096608,0.575757576,M19,0.857700312,0.957027505,-0.003739696,0.507008547,6837,2442,9279,,
YRDC,unassigned,0.328537923,0.573155834,-0.740430786,0.57034632,unassigned,0.684928364,0.892101469,-0.034743624,0.511111111,6392,2886.5,9278.5,,
BCL2L11,unassigned,0.951649496,0.979231002,0.054516426,0.496753247,unassigned,0.505434233,0.807975196,0.033608558,0.548547009,1293.5,7982,9275.5,,
GTF3C3,unassigned,0.792508862,0.898729048,-0.413141428,0.497835498,unassigned,0.291995008,0.674231745,-0.058366149,0.548205128,1339,7935,9274,,
ZNF696,unassigned,0.437989582,0.66800525,1.174430625,0.535714286,unassigned,0.408745251,0.757214142,0.203033946,0.531111111,3681,5593,9274,,
CUL5,unassigned,0.674261922,0.833905557,-0.577173899,0.561688312,unassigned,0.531032363,0.821683261,-0.057174855,0.516410256,5724.5,3547.5,9272,,
ZNF407,unassigned,0.916331217,0.963369675,0.354346645,0.502164502,unassigned,0.40014849,0.752187992,-0.257727884,0.546752137,1538,7734,9272,,
NPR2,unassigned,0.47420753,0.695784538,-1.094813744,0.558441558,unassigned,0.746410796,0.91761305,-0.038470793,0.518376068,5475,3796.5,9271.5,,
SFXN2,unassigned,0.344546801,0.590341163,1.343505572,0.553030303,unassigned,0.750367307,0.919781027,0.024298426,0.521367521,5048.5,4222.5,9271,,
ZNF256,unassigned,0.120314496,0.333401151,1.904779073,0.596320346,unassigned,0.505190164,0.807876212,0.326463706,0.489059829,8313.5,952.5,9266,,
IL34,M6,0.800555275,0.903619226,-0.264964765,0.532467532,M6,0.427211009,0.767431199,0.07904368,0.532735043,3430,5835.5,9265.5,,
DLAT,M20,0.336880457,0.581965152,0.549387231,0.542207792,M20,0.680968434,0.890145962,0.01195381,0.527350427,4178.5,5086.5,9265,,
UBC,unassigned,0.919888951,0.965197856,0.157895311,0.454545455,unassigned,0.627239245,0.868170114,-0.000707588,0.556923077,227,9034,9261,,
ICE2,unassigned,0.571657697,0.767021846,-0.671353826,0.558441558,unassigned,0.788958819,0.930708268,0.014672127,0.518290598,5475,3785.5,9260.5,,
ZNF678,unassigned,0.221284387,0.464646545,1.398049184,0.572510823,unassigned,0.737003796,0.914216958,0.073385118,0.509487179,6564,2695.5,9259.5,,
CDC123,M28,0.516946774,0.727644522,-0.542513962,0.543290043,M28,0.436005376,0.771565957,0.021227289,0.526666667,4262,4997,9259,,
SOX13,unassigned,0.315688096,0.560756576,0.870504995,0.584415584,unassigned,0.740531176,0.915715034,0.018618619,0.5,7487,1772,9259,,
SRSF10,unassigned,0.304680001,0.550650549,-0.838123798,0.593073593,unassigned,0.960249628,0.988957893,0.000708861,0.492478632,8097,1162,9259,,
GSK3B,M26,0.730526208,0.867007223,-0.607671094,0.492424242,M26,0.296529096,0.677792997,-0.054677364,0.54991453,1110.5,8148,9258.5,,
USP34,unassigned,0.72572589,0.864310027,0.416365263,0.554112554,unassigned,0.761006066,0.92329772,-0.009688936,0.520854701,5116.5,4141.5,9258,,
KCNB1,M13,0.210840229,0.451975956,2.730775733,0.581168831,M13,0.711383447,0.904252614,1.451524122,0.502905983,7220.5,2036,9256.5,,
NQO1,M20,0.349178867,0.592975393,-0.350717655,0.568181818,M20,0.454465915,0.781347711,0.005065683,0.512136752,6235.5,3019.5,9255,,
FAM57B,M11,0.543991184,0.747809591,0.457343424,0.531385281,M11,0.399733876,0.752010244,-1.552674201,0.533333333,3348,5904,9252,,
ZNF566,unassigned,0.830304365,0.919125599,-0.216006555,0.531385281,unassigned,0.483855707,0.795830995,0.212970082,0.533333333,3348,5904,9252,,
ZNF318,M6,0.507425481,0.721244839,-0.684813791,0.532467532,M6,0.461035899,0.784370334,-0.067078208,0.532649573,3430,5821.5,9251.5,,
ARHGEF33,unassigned,0.722860276,0.862135405,0.647706092,0.529220779,unassigned,0.703637307,0.900232005,0.440430965,0.534358974,3187.5,6063.5,9251,,
SLC43A1,unassigned,0.688621046,0.842614117,0.449061261,0.522727273,unassigned,0.416223685,0.761353678,0.081005373,0.537777778,2732.5,6518.5,9251,,
PIGP,unassigned,0.561066136,0.758642627,0.590081617,0.556277056,unassigned,0.682850295,0.891336621,0.019268401,0.519487179,5295,3955,9250,,
MRPL50,M38,0.195400002,0.433918767,-1.041475135,0.594155844,M38,0.706654203,0.901184945,-0.049469035,0.490854701,8192.5,1057,9249.5,,
RNH1,M10,0.439917445,0.669614667,1.76971055,0.607142857,M10,0.368400206,0.731973127,0.014871824,0.471452991,9008,241.5,9249.5,,
DTWD2,unassigned,0.257503939,0.503300287,1.496165062,0.586580087,unassigned,0.917268585,0.976304032,0.015860136,0.498119658,7648,1601,9249,,
XPR1,unassigned,0.292951773,0.539119227,1.410574651,0.607142857,unassigned,0.42075147,0.764446274,-0.056032279,0.469401709,9041.5,202.5,9244,,
QRICH2,unassigned,0.809171202,0.908055603,-0.319795821,0.539502165,unassigned,0.489956421,0.79905236,0.420572801,0.528717949,3974.5,5268.5,9243,,
MED7,unassigned,0.493807503,0.711089604,0.763180328,0.471861472,unassigned,0.236755644,0.626635622,0.17998289,0.554529915,509,8733,9242,,
LINC00926,M6,0.646011703,0.815760924,0.311940034,0.537878788,M6,0.757463138,0.922379953,-0.00568268,0.52957265,3855,5383.5,9238.5,,
PITPNM1,unassigned,0.815378967,0.910808591,0.193622145,0.467532468,unassigned,0.311309125,0.68890298,-0.022543966,0.555213675,422.5,8812.5,9235,,
WDR3,unassigned,0.365570209,0.608406922,-1.437238274,0.590909091,unassigned,0.607419892,0.860559579,-0.040773746,0.494358974,7943.5,1285,9228.5,,
ZNRD1,M38,0.719977635,0.860984431,0.495321734,0.497835498,M38,0.188084219,0.577774687,0.058464645,0.547863248,1339,7887,9226,,
TC2N,unassigned,0.658071297,0.823190984,0.226957661,0.462121212,unassigned,0.189928036,0.579570386,-0.01173775,0.555726496,338.5,8885.5,9224,,
GLI4,unassigned,0.134024629,0.354298048,2.296866743,0.604978355,unassigned,0.415021267,0.761164044,0.04661301,0.475213675,8868.5,355,9223.5,,
MUS81,M26,0.677341398,0.835534691,0.555349324,0.523809524,M26,0.715487123,0.905475207,0.013711393,0.536923077,2807.5,6414,9221.5,,
CCDC28B,M6,0.313521378,0.55898637,-1.590807916,0.579004329,M6,0.913104059,0.974759211,-0.014323484,0.504102564,7073.5,2147.5,9221,,
ZNF668,unassigned,0.67657922,0.834891122,-0.722287878,0.532467532,unassigned,0.391843959,0.746756459,0.236371983,0.532136752,3473.5,5747,9220.5,,
GNAO1,M8,0.239597774,0.485245135,1.469381466,0.556277056,M8,0.659869361,0.881402617,0.112033064,0.519316239,5295,3925,9220,,
ALKBH3,unassigned,0.910222126,0.960155846,0.104133435,0.515151515,unassigned,0.835106815,0.948626205,0.015495177,0.541196581,2240,6976,9216,,
C15orf65,unassigned,0.825469086,0.916094212,-0.130989479,0.504329004,unassigned,0.34907958,0.719672419,0.114080449,0.545470085,1647.5,7566.5,9214,,
GPR55,M11,0.210737099,0.451919422,1.686249299,0.57034632,M11,0.810972381,0.938243265,-0.134246126,0.510598291,6392,2822,9214,,
METRN,unassigned,0.210328437,0.451454147,-1.139358471,0.600649351,unassigned,0.536031392,0.823174067,0.036341458,0.482564103,8583.5,630,9213.5,,
TRABD,unassigned,0.528721324,0.736089214,-0.790042264,0.468614719,unassigned,0.314468556,0.69055411,-0.028648173,0.554871795,438.5,8774.5,9213,,
MTHFD1,unassigned,0.20145394,0.440582457,-1.965693649,0.581168831,unassigned,0.88331775,0.965127011,0.00342871,0.501880342,7263.5,1949,9212.5,,
FHOD1,unassigned,0.326859958,0.571496251,1.177164763,0.558441558,unassigned,0.682953753,0.891336621,-0.018855958,0.517606838,5516,3696,9212,,
C11orf88,unassigned,0.434958859,0.665712687,1.176030426,0.562770563,unassigned,0.427864043,0.767901641,2.532552436,0.515128205,5820.5,3391,9211.5,,
ZNF569,unassigned,0.096237405,0.2962608,-3.448746901,0.600649351,unassigned,0.506770363,0.808439132,-0.268519919,0.482564103,8583.5,625,9208.5,,
ATP6V1A,unassigned,0.586996594,0.777054083,-0.4081983,0.54004329,unassigned,0.546414675,0.828036276,-0.023965731,0.528034188,4035,5172.5,9207.5,,
HMBS,M28,0.378131595,0.619783221,-0.716289508,0.554112554,M28,0.633198149,0.870875293,0.024300058,0.520512821,5116.5,4090.5,9207,,
SLC25A51,unassigned,0.590595109,0.779715175,0.456805618,0.547619048,unassigned,0.535183835,0.823174067,-0.091787385,0.523931624,4612,4590,9202,,
LRRC37A2,M33,0.830844249,0.919429582,0.220375293,0.53030303,M33,0.579786696,0.84714082,0.035332029,0.533504274,3266.5,5933.5,9200,,
LINC01122,unassigned,0.489053504,0.707600273,1.778475697,0.560606061,unassigned,0.905821911,0.972477248,-0.418700367,0.516666667,5622.5,3577,9199.5,,
TCFL5,unassigned,0.108721107,0.314814856,-1.673646732,0.601731602,unassigned,0.477897982,0.792520853,0.182089575,0.480512821,8657.5,542,9199.5,,
CASKIN2,unassigned,0.150202062,0.377424678,1.866162672,0.595238095,unassigned,0.952547002,0.98730612,-0.007466322,0.489059829,8245,952.5,9197.5,,
CCDC90B,unassigned,0.768582246,0.886343139,0.497331992,0.497835498,unassigned,0.213358936,0.604702595,-0.051521352,0.547692308,1339,7858.5,9197.5,,
